ROW,STRATA_ID,SLOPE_CAT,LU_CAT,SLOPE_RANGE,ENV_RANGE,LU_RANGE,clc_level3,clc_level2,clc_level1,LEVEL_LU,ENV_CAT_CODE,ENV_CAT,LULUCF_CODE,LULUCF_DESCRIPTION,LULUCF_CODE_L2,LULUCF_DESCRIPTION_L2
147,37,FLAT,Permanent_crops,"[0, 15]",3,221,Vineyards,Permanent crops,Agricultural areas,SOC_classif,NEM,Nemoral,CL,Cropland,PCL,Permanent cropland
148,37,FLAT,Permanent_crops,"[0, 15]",3,222,Fruit trees and berry plantations,Permanent crops,Agricultural areas,SOC_classif,NEM,Nemoral,CL,Cropland,PCL,Permanent cropland
149,37,FLAT,Permanent_crops,"[0, 15]",3,223,Olive groves,Permanent crops,Agricultural areas,SOC_classif,NEM,Nemoral,CL,Cropland,PCL,Permanent cropland
150,38,FLAT,Pasture,"[0, 15]",3,231,Pastures,Pastures,Agricultural areas,SOC_classif,NEM,Nemoral,GL,Grassland,GL,Grassland
151,39,FLAT,Heterogeneous_agro,"[0, 15]",3,241,Annual crops associated with permanent crops,Heterogeneous agricultural areas,Agricultural areas,SOC_classif,NEM,Nemoral,CL,Cropland,ACL,Arable cropland
152,39,FLAT,Heterogeneous_agro,"[0, 15]",3,242,Complex cultivation patterns,Heterogeneous agricultural areas,Agricultural areas,SOC_classif,NEM,Nemoral,CL,Cropland,ACL,Arable cropland
153,39,FLAT,Heterogeneous_agro,"[0, 15]",3,243,Agriculture mosaics with significant natural vegetation,Heterogeneous agricultural areas,Agricultural areas,SOC_classif,NEM,Nemoral,CL,Cropland,ACL,Arable cropland
154,39,FLAT,Heterogeneous_agro,"[0, 15]",3,244,Agro-forestry areas,Heterogeneous agricultural areas,Agricultural areas,SOC_classif,NEM,Nemoral,CL,Cropland,AFCL,Agroforestry cropland
155,40,FLAT,Broadleaved_forest,"[0, 15]",3,311,Broad-leaved forest,Forests,Forest and semi natural areas,SOC_classif,NEM,Nemoral,FL,Forest land,FL,Forest land
156,41,FLAT,Coniferous_forest,"[0, 15]",3,312,Coniferous forest,Forests,Forest and semi natural areas,SOC_classif,NEM,Nemoral,FL,Forest land,FL,Forest land
157,42,FLAT,Mixed_forest,"[0, 15]",3,313,Mixed forest,Forests,Forest and semi natural areas,SOC_classif,NEM,Nemoral,FL,Forest land,FL,Forest land
158,43,FLAT,Natural_grassland,"[0, 15]",3,321,Natural grasslands,Scrub and/or herbaceous vegetation associations,Forest and semi natural areas,SOC_classif,NEM,Nemoral,GL,Grassland,GL,Grassland
159,44,FLAT,Moors_heathland,"[0, 15]",3,322,Moors and heathland,Scrub and/or herbaceous vegetation associations,Forest and semi natural areas,SOC_classif,NEM,Nemoral,GL,Grassland,GL,Grassland
160,45,FLAT,Sclerophyllous_veg,"[0, 15]",3,323,Sclerophyllous vegetation,Scrub and/or herbaceous vegetation associations,Forest and semi natural areas,SOC_classif,NEM,Nemoral,GL,Grassland,GL,Grassland
161,46,FLAT,Transitional_woodland_shrub,"[0, 15]",3,324,Transitional woodland-shrub,Scrub and/or herbaceous vegetation associations,Forest and semi natural areas,SOC_classif,NEM,Nemoral,FL,Forest land,FL,Forest land
162,47,FLAT,Open_spaces_little_no_veg,"[0, 15]",3,331,"Beaches, dunes and sand plains",Open spaces with little or no vegetation,Forest and semi natural areas,SOC_classif,NEM,Nemoral,OL,Other land,OL,Other land
163,47,FLAT,Open_spaces_little_no_veg,"[0, 15]",3,332,Bare rocks,Open spaces with little or no vegetation,Forest and semi natural areas,SOC_classif,NEM,Nemoral,OL,Other land,OL,Other land
164,47,FLAT,Open_spaces_little_no_veg,"[0, 15]",3,333,Sparsely vegetated areas,Open spaces with little or no vegetation,Forest and semi natural areas,SOC_classif,NEM,Nemoral,OL,Other land,OL,Other land
165,47,FLAT,Open_spaces_little_no_veg,"[0, 15]",3,334,Burnt areas,Open spaces with little or no vegetation,Forest and semi natural areas,SOC_classif,NEM,Nemoral,FL,Forest land,FL,Forest land
166,47,FLAT,Open_spaces_little_no_veg,"[0, 15]",3,335,Glaciers and perpetual snow,Open spaces with little or no vegetation,Forest and semi natural areas,SOC_classif,NEM,Nemoral,OL,Other land,OL,Other land
167,48,FLAT,Wetlands,"[0, 15]",3,411,Inland marshes,Inland wetlands,Wetlands,SOC_classif,NEM,Nemoral,WL,Wetlands,WL,Wetlands
168,48,FLAT,Wetlands,"[0, 15]",3,412,Peat bogs,Inland wetlands,Wetlands,SOC_classif,NEM,Nemoral,WL,Wetlands,WL,Wetlands
169,48,FLAT,Wetlands,"[0, 15]",3,421,Salt marshes,Coastal wetlands,Wetlands,SOC_classif,NEM,Nemoral,WL,Wetlands,WL,Wetlands
170,48,FLAT,Wetlands,"[0, 15]",3,422,Salines,Coastal wetlands,Wetlands,SOC_classif,NEM,Nemoral,WL,Wetlands,WL,Wetlands
171,48,FLAT,Wetlands,"[0, 15]",3,423,Intertidal flats,Coastal wetlands,Wetlands,SOC_classif,NEM,Nemoral,WL,Wetlands,WL,Wetlands
172,48,FLAT,Wetlands,"[0, 15]",3,511,Water courses,Inland waters,Water bodies,SOC_classif,NEM,Nemoral,WL,Wetlands,WL,Wetlands
173,48,FLAT,Wetlands,"[0, 15]",3,512,Water bodies,Inland waters,Water bodies,SOC_classif,NEM,Nemoral,WL,Wetlands,WL,Wetlands
174,48,FLAT,Wetlands,"[0, 15]",3,521,Coastal lagoons,Coastal waters,Water bodies,SOC_classif,NEM,Nemoral,WL,Wetlands,WL,Wetlands
175,48,FLAT,Wetlands,"[0, 15]",3,522,Estuaries,Coastal waters,Water bodies,SOC_classif,NEM,Nemoral,WL,Wetlands,WL,Wetlands
176,48,FLAT,Wetlands,"[0, 15]",3,523,Sea and Ocean,Coastal waters,Water bodies,SOC_classif,NEM,Nemoral,WL,Wetlands,WL,Wetlands
177,49,FLAT,Artificial_surfaces,"[0, 15]",4,111,Continuous urban fabric,Urban fabric,Artificial surfaces,SOC_classif,ATN,Atlantic_north,SL,Settlements,SL,Settlements
178,49,FLAT,Artificial_surfaces,"[0, 15]",4,112,Discontinuous urban fabric,Urban fabric,Artificial surfaces,SOC_classif,ATN,Atlantic_north,SL,Settlements,SL,Settlements
179,49,FLAT,Artificial_surfaces,"[0, 15]",4,121,Industrial or commercial units,"Industrial, commercial and transport units",Artificial surfaces,SOC_classif,ATN,Atlantic_north,SL,Settlements,SL,Settlements
180,49,FLAT,Artificial_surfaces,"[0, 15]",4,122,Road and rail networks and associated land,"Industrial, commercial and transport units",Artificial surfaces,SOC_classif,ATN,Atlantic_north,SL,Settlements,SL,Settlements
181,49,FLAT,Artificial_surfaces,"[0, 15]",4,123,Port areas,"Industrial, commercial and transport units",Artificial surfaces,SOC_classif,ATN,Atlantic_north,SL,Settlements,SL,Settlements
182,49,FLAT,Artificial_surfaces,"[0, 15]",4,124,Airports,"Industrial, commercial and transport units",Artificial surfaces,SOC_classif,ATN,Atlantic_north,SL,Settlements,SL,Settlements
183,49,FLAT,Artificial_surfaces,"[0, 15]",4,131,Mineral extraction sites,"Mines, dump and construction sites",Artificial surfaces,SOC_classif,ATN,Atlantic_north,SL,Settlements,SL,Settlements
184,49,FLAT,Artificial_surfaces,"[0, 15]",4,132,Dump sites,"Mines, dump and construction sites",Artificial surfaces,SOC_classif,ATN,Atlantic_north,SL,Settlements,SL,Settlements
185,49,FLAT,Artificial_surfaces,"[0, 15]",4,133,Construction sites,"Mines, dump and construction sites",Artificial surfaces,SOC_classif,ATN,Atlantic_north,SL,Settlements,SL,Settlements
186,49,FLAT,Artificial_surfaces,"[0, 15]",4,141,Green urban areas,"Artificial, non-agricultural vegetated areas",Artificial surfaces,SOC_classif,ATN,Atlantic_north,SL,Settlements,SL,Settlements
187,49,FLAT,Artificial_surfaces,"[0, 15]",4,142,Sport and leisure facilities,"Artificial, non-agricultural vegetated areas",Artificial surfaces,SOC_classif,ATN,Atlantic_north,SL,Settlements,SL,Settlements
188,50,FLAT,Non_irrigated_arable_land,"[0, 15]",4,211,Non-irrigated arable land,Arable land,Agricultural areas,SOC_classif,ATN,Atlantic_north,CL,Cropland,ACL,Arable cropland
189,51,FLAT,Permanently_irrigated_arable_land,"[0, 15]",4,212,Permanently irrigated land,Arable land,Agricultural areas,SOC_classif,ATN,Atlantic_north,CL,Cropland,ACL,Arable cropland
190,52,FLAT,Rice_fields,"[0, 15]",4,213,Rice fields,Arable land,Agricultural areas,SOC_classif,ATN,Atlantic_north,CL,Cropland,ACL,Arable cropland
191,53,FLAT,Permanent_crops,"[0, 15]",4,221,Vineyards,Permanent crops,Agricultural areas,SOC_classif,ATN,Atlantic_north,CL,Cropland,PCL,Permanent cropland
192,53,FLAT,Permanent_crops,"[0, 15]",4,222,Fruit trees and berry plantations,Permanent crops,Agricultural areas,SOC_classif,ATN,Atlantic_north,CL,Cropland,PCL,Permanent cropland
193,53,FLAT,Permanent_crops,"[0, 15]",4,223,Olive groves,Permanent crops,Agricultural areas,SOC_classif,ATN,Atlantic_north,CL,Cropland,PCL,Permanent cropland
194,54,FLAT,Pasture,"[0, 15]",4,231,Pastures,Pastures,Agricultural areas,SOC_classif,ATN,Atlantic_north,GL,Grassland,GL,Grassland
195,55,FLAT,Heterogeneous_agro,"[0, 15]",4,241,Annual crops associated with permanent crops,Heterogeneous agricultural areas,Agricultural areas,SOC_classif,ATN,Atlantic_north,CL,Cropland,ACL,Arable cropland
196,55,FLAT,Heterogeneous_agro,"[0, 15]",4,242,Complex cultivation patterns,Heterogeneous agricultural areas,Agricultural areas,SOC_classif,ATN,Atlantic_north,CL,Cropland,ACL,Arable cropland
197,55,FLAT,Heterogeneous_agro,"[0, 15]",4,243,Agriculture mosaics with significant natural vegetation,Heterogeneous agricultural areas,Agricultural areas,SOC_classif,ATN,Atlantic_north,CL,Cropland,ACL,Arable cropland
198,55,FLAT,Heterogeneous_agro,"[0, 15]",4,244,Agro-forestry areas,Heterogeneous agricultural areas,Agricultural areas,SOC_classif,ATN,Atlantic_north,CL,Cropland,AFCL,Agroforestry cropland
199,56,FLAT,Broadleaved_forest,"[0, 15]",4,311,Broad-leaved forest,Forests,Forest and semi natural areas,SOC_classif,ATN,Atlantic_north,FL,Forest land,FL,Forest land
200,57,FLAT,Coniferous_forest,"[0, 15]",4,312,Coniferous forest,Forests,Forest and semi natural areas,SOC_classif,ATN,Atlantic_north,FL,Forest land,FL,Forest land
201,58,FLAT,Mixed_forest,"[0, 15]",4,313,Mixed forest,Forests,Forest and semi natural areas,SOC_classif,ATN,Atlantic_north,FL,Forest land,FL,Forest land
202,59,FLAT,Natural_grassland,"[0, 15]",4,321,Natural grasslands,Scrub and/or herbaceous vegetation associations,Forest and semi natural areas,SOC_classif,ATN,Atlantic_north,GL,Grassland,GL,Grassland
203,60,FLAT,Moors_heathland,"[0, 15]",4,322,Moors and heathland,Scrub and/or herbaceous vegetation associations,Forest and semi natural areas,SOC_classif,ATN,Atlantic_north,GL,Grassland,GL,Grassland
204,61,FLAT,Sclerophyllous_veg,"[0, 15]",4,323,Sclerophyllous vegetation,Scrub and/or herbaceous vegetation associations,Forest and semi natural areas,SOC_classif,ATN,Atlantic_north,GL,Grassland,GL,Grassland
205,62,FLAT,Transitional_woodland_shrub,"[0, 15]",4,324,Transitional woodland-shrub,Scrub and/or herbaceous vegetation associations,Forest and semi natural areas,SOC_classif,ATN,Atlantic_north,FL,Forest land,FL,Forest land
206,63,FLAT,Open_spaces_little_no_veg,"[0, 15]",4,331,"Beaches, dunes and sand plains",Open spaces with little or no vegetation,Forest and semi natural areas,SOC_classif,ATN,Atlantic_north,OL,Other land,OL,Other land
207,63,FLAT,Open_spaces_little_no_veg,"[0, 15]",4,332,Bare rocks,Open spaces with little or no vegetation,Forest and semi natural areas,SOC_classif,ATN,Atlantic_north,OL,Other land,OL,Other land
208,63,FLAT,Open_spaces_little_no_veg,"[0, 15]",4,333,Sparsely vegetated areas,Open spaces with little or no vegetation,Forest and semi natural areas,SOC_classif,ATN,Atlantic_north,OL,Other land,OL,Other land
209,63,FLAT,Open_spaces_little_no_veg,"[0, 15]",4,334,Burnt areas,Open spaces with little or no vegetation,Forest and semi natural areas,SOC_classif,ATN,Atlantic_north,FL,Forest land,FL,Forest land
210,63,FLAT,Open_spaces_little_no_veg,"[0, 15]",4,335,Glaciers and perpetual snow,Open spaces with little or no vegetation,Forest and semi natural areas,SOC_classif,ATN,Atlantic_north,OL,Other land,OL,Other land
211,64,FLAT,Wetlands,"[0, 15]",4,411,Inland marshes,Inland wetlands,Wetlands,SOC_classif,ATN,Atlantic_north,WL,Wetlands,WL,Wetlands
212,64,FLAT,Wetlands,"[0, 15]",4,412,Peat bogs,Inland wetlands,Wetlands,SOC_classif,ATN,Atlantic_north,WL,Wetlands,WL,Wetlands
213,64,FLAT,Wetlands,"[0, 15]",4,421,Salt marshes,Coastal wetlands,Wetlands,SOC_classif,ATN,Atlantic_north,WL,Wetlands,WL,Wetlands
214,64,FLAT,Wetlands,"[0, 15]",4,422,Salines,Coastal wetlands,Wetlands,SOC_classif,ATN,Atlantic_north,WL,Wetlands,WL,Wetlands
215,64,FLAT,Wetlands,"[0, 15]",4,423,Intertidal flats,Coastal wetlands,Wetlands,SOC_classif,ATN,Atlantic_north,WL,Wetlands,WL,Wetlands
216,64,FLAT,Wetlands,"[0, 15]",4,511,Water courses,Inland waters,Water bodies,SOC_classif,ATN,Atlantic_north,WL,Wetlands,WL,Wetlands
217,64,FLAT,Wetlands,"[0, 15]",4,512,Water bodies,Inland waters,Water bodies,SOC_classif,ATN,Atlantic_north,WL,Wetlands,WL,Wetlands
218,64,FLAT,Wetlands,"[0, 15]",4,521,Coastal lagoons,Coastal waters,Water bodies,SOC_classif,ATN,Atlantic_north,WL,Wetlands,WL,Wetlands
219,64,FLAT,Wetlands,"[0, 15]",4,522,Estuaries,Coastal waters,Water bodies,SOC_classif,ATN,Atlantic_north,WL,Wetlands,WL,Wetlands
220,64,FLAT,Wetlands,"[0, 15]",4,523,Sea and Ocean,Coastal waters,Water bodies,SOC_classif,ATN,Atlantic_north,WL,Wetlands,WL,Wetlands
221,65,FLAT,Artificial_surfaces,"[0, 15]",6,111,Continuous urban fabric,Urban fabric,Artificial surfaces,SOC_classif,CON,Continental,SL,Settlements,SL,Settlements
222,65,FLAT,Artificial_surfaces,"[0, 15]",6,112,Discontinuous urban fabric,Urban fabric,Artificial surfaces,SOC_classif,CON,Continental,SL,Settlements,SL,Settlements
223,65,FLAT,Artificial_surfaces,"[0, 15]",6,121,Industrial or commercial units,"Industrial, commercial and transport units",Artificial surfaces,SOC_classif,CON,Continental,SL,Settlements,SL,Settlements
224,65,FLAT,Artificial_surfaces,"[0, 15]",6,122,Road and rail networks and associated land,"Industrial, commercial and transport units",Artificial surfaces,SOC_classif,CON,Continental,SL,Settlements,SL,Settlements
225,65,FLAT,Artificial_surfaces,"[0, 15]",6,123,Port areas,"Industrial, commercial and transport units",Artificial surfaces,SOC_classif,CON,Continental,SL,Settlements,SL,Settlements
226,65,FLAT,Artificial_surfaces,"[0, 15]",6,124,Airports,"Industrial, commercial and transport units",Artificial surfaces,SOC_classif,CON,Continental,SL,Settlements,SL,Settlements
227,65,FLAT,Artificial_surfaces,"[0, 15]",6,131,Mineral extraction sites,"Mines, dump and construction sites",Artificial surfaces,SOC_classif,CON,Continental,SL,Settlements,SL,Settlements
228,65,FLAT,Artificial_surfaces,"[0, 15]",6,132,Dump sites,"Mines, dump and construction sites",Artificial surfaces,SOC_classif,CON,Continental,SL,Settlements,SL,Settlements
229,65,FLAT,Artificial_surfaces,"[0, 15]",6,133,Construction sites,"Mines, dump and construction sites",Artificial surfaces,SOC_classif,CON,Continental,SL,Settlements,SL,Settlements
230,65,FLAT,Artificial_surfaces,"[0, 15]",6,141,Green urban areas,"Artificial, non-agricultural vegetated areas",Artificial surfaces,SOC_classif,CON,Continental,SL,Settlements,SL,Settlements
231,65,FLAT,Artificial_surfaces,"[0, 15]",6,142,Sport and leisure facilities,"Artificial, non-agricultural vegetated areas",Artificial surfaces,SOC_classif,CON,Continental,SL,Settlements,SL,Settlements
232,66,FLAT,Non_irrigated_arable_land,"[0, 15]",6,211,Non-irrigated arable land,Arable land,Agricultural areas,SOC_classif,CON,Continental,CL,Cropland,ACL,Arable cropland
233,67,FLAT,Permanently_irrigated_arable_land,"[0, 15]",6,212,Permanently irrigated land,Arable land,Agricultural areas,SOC_classif,CON,Continental,CL,Cropland,ACL,Arable cropland
234,68,FLAT,Rice_fields,"[0, 15]",6,213,Rice fields,Arable land,Agricultural areas,SOC_classif,CON,Continental,CL,Cropland,ACL,Arable cropland
235,69,FLAT,Permanent_crops,"[0, 15]",6,221,Vineyards,Permanent crops,Agricultural areas,SOC_classif,CON,Continental,CL,Cropland,PCL,Permanent cropland
236,69,FLAT,Permanent_crops,"[0, 15]",6,222,Fruit trees and berry plantations,Permanent crops,Agricultural areas,SOC_classif,CON,Continental,CL,Cropland,PCL,Permanent cropland
237,69,FLAT,Permanent_crops,"[0, 15]",6,223,Olive groves,Permanent crops,Agricultural areas,SOC_classif,CON,Continental,CL,Cropland,PCL,Permanent cropland
238,70,FLAT,Pasture,"[0, 15]",6,231,Pastures,Pastures,Agricultural areas,SOC_classif,CON,Continental,GL,Grassland,GL,Grassland
239,71,FLAT,Heterogeneous_agro,"[0, 15]",6,241,Annual crops associated with permanent crops,Heterogeneous agricultural areas,Agricultural areas,SOC_classif,CON,Continental,CL,Cropland,ACL,Arable cropland
240,71,FLAT,Heterogeneous_agro,"[0, 15]",6,242,Complex cultivation patterns,Heterogeneous agricultural areas,Agricultural areas,SOC_classif,CON,Continental,CL,Cropland,ACL,Arable cropland
241,71,FLAT,Heterogeneous_agro,"[0, 15]",6,243,Agriculture mosaics with significant natural vegetation,Heterogeneous agricultural areas,Agricultural areas,SOC_classif,CON,Continental,CL,Cropland,ACL,Arable cropland
242,71,FLAT,Heterogeneous_agro,"[0, 15]",6,244,Agro-forestry areas,Heterogeneous agricultural areas,Agricultural areas,SOC_classif,CON,Continental,CL,Cropland,AFCL,Agroforestry cropland
243,72,FLAT,Broadleaved_forest,"[0, 15]",6,311,Broad-leaved forest,Forests,Forest and semi natural areas,SOC_classif,CON,Continental,FL,Forest land,FL,Forest land
244,73,FLAT,Coniferous_forest,"[0, 15]",6,312,Coniferous forest,Forests,Forest and semi natural areas,SOC_classif,CON,Continental,FL,Forest land,FL,Forest land
245,74,FLAT,Mixed_forest,"[0, 15]",6,313,Mixed forest,Forests,Forest and semi natural areas,SOC_classif,CON,Continental,FL,Forest land,FL,Forest land
246,75,FLAT,Natural_grassland,"[0, 15]",6,321,Natural grasslands,Scrub and/or herbaceous vegetation associations,Forest and semi natural areas,SOC_classif,CON,Continental,GL,Grassland,GL,Grassland
247,76,FLAT,Moors_heathland,"[0, 15]",6,322,Moors and heathland,Scrub and/or herbaceous vegetation associations,Forest and semi natural areas,SOC_classif,CON,Continental,GL,Grassland,GL,Grassland
248,77,FLAT,Sclerophyllous_veg,"[0, 15]",6,323,Sclerophyllous vegetation,Scrub and/or herbaceous vegetation associations,Forest and semi natural areas,SOC_classif,CON,Continental,GL,Grassland,GL,Grassland
249,78,FLAT,Transitional_woodland_shrub,"[0, 15]",6,324,Transitional woodland-shrub,Scrub and/or herbaceous vegetation associations,Forest and semi natural areas,SOC_classif,CON,Continental,FL,Forest land,FL,Forest land
250,79,FLAT,Open_spaces_little_no_veg,"[0, 15]",6,331,"Beaches, dunes and sand plains",Open spaces with little or no vegetation,Forest and semi natural areas,SOC_classif,CON,Continental,OL,Other land,OL,Other land
251,79,FLAT,Open_spaces_little_no_veg,"[0, 15]",6,332,Bare rocks,Open spaces with little or no vegetation,Forest and semi natural areas,SOC_classif,CON,Continental,OL,Other land,OL,Other land
252,79,FLAT,Open_spaces_little_no_veg,"[0, 15]",6,333,Sparsely vegetated areas,Open spaces with little or no vegetation,Forest and semi natural areas,SOC_classif,CON,Continental,OL,Other land,OL,Other land
253,79,FLAT,Open_spaces_little_no_veg,"[0, 15]",6,334,Burnt areas,Open spaces with little or no vegetation,Forest and semi natural areas,SOC_classif,CON,Continental,FL,Forest land,FL,Forest land
254,79,FLAT,Open_spaces_little_no_veg,"[0, 15]",6,335,Glaciers and perpetual snow,Open spaces with little or no vegetation,Forest and semi natural areas,SOC_classif,CON,Continental,OL,Other land,OL,Other land
255,80,FLAT,Wetlands,"[0, 15]",6,411,Inland marshes,Inland wetlands,Wetlands,SOC_classif,CON,Continental,WL,Wetlands,WL,Wetlands
256,80,FLAT,Wetlands,"[0, 15]",6,412,Peat bogs,Inland wetlands,Wetlands,SOC_classif,CON,Continental,WL,Wetlands,WL,Wetlands
257,80,FLAT,Wetlands,"[0, 15]",6,421,Salt marshes,Coastal wetlands,Wetlands,SOC_classif,CON,Continental,WL,Wetlands,WL,Wetlands
258,80,FLAT,Wetlands,"[0, 15]",6,422,Salines,Coastal wetlands,Wetlands,SOC_classif,CON,Continental,WL,Wetlands,WL,Wetlands
259,80,FLAT,Wetlands,"[0, 15]",6,423,Intertidal flats,Coastal wetlands,Wetlands,SOC_classif,CON,Continental,WL,Wetlands,WL,Wetlands
260,80,FLAT,Wetlands,"[0, 15]",6,511,Water courses,Inland waters,Water bodies,SOC_classif,CON,Continental,WL,Wetlands,WL,Wetlands
261,80,FLAT,Wetlands,"[0, 15]",6,512,Water bodies,Inland waters,Water bodies,SOC_classif,CON,Continental,WL,Wetlands,WL,Wetlands
